payment_id,deterministic_exception,ai_prediction,ai_confidence,confidence_percent,confidence_band,second_prediction,second_confidence,ai_agrees_with_engine,disagreement_reason,review_category,review_priority,controller_decision,automated,human_review_required,actual_exception,deterministic_correct,ai_correct,settlement_exists,bank_transaction_exists,bank_transaction_count,bank_amount_difference,date_difference,date_within_tolerance,utr_present,utr_match_evidence,matching_utr_count,duplicate_evidence,fee_difference,tax_difference,net_difference
PAY0162,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0163,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0164,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0165,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0166,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0167,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0168,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0169,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0170,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0171,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0172,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0173,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0174,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0175,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0176,DATE_MISMATCH,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,0,AI_FAILED_TO_DETECT_EXCEPTION,AI_FALSE_NEGATIVE_RISK,HIGH,MANDATORY REVIEW,0,1,DATE_MISMATCH,1,0,1,1,1,0.0,14,0,1,1,1,0,0.0,0.0,0.0
PAY0177,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0178,DUPLICATE_BANK_TRANSACTION,DUPLICATE_BANK_TRANSACTION,0.9999,99.99,HIGH,NO_EXCEPTION,0.0001,1,AI_AGREES_WITH_ENGINE,CONFIRMED_EXCEPTION,MEDIUM,AUTO-CLASSIFIED EXCEPTION,1,0,DUPLICATE_BANK_TRANSACTION,1,1,1,1,2,0.0,0,1,1,1,2,1,0.0,0.0,0.0
PAY0179,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0180,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0181,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0182,BANK_AMOUNT_MISMATCH,FEE_MISMATCH,0.9983,99.83,HIGH,NO_EXCEPTION,0.0017,0,AI_EXCEPTION_TYPE_DISAGREEMENT,EXCEPTION_CLASS_DISAGREEMENT,HIGH,MANDATORY REVIEW,0,1,BANK_AMOUNT_MISMATCH,1,0,1,1,1,400.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0183,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0184,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0185,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0186,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0187,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0188,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0189,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0190,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0191,UTR_MISMATCH,UTR_MISMATCH,0.9252,92.52,HIGH,NO_EXCEPTION,0.0747,1,AI_AGREES_WITH_ENGINE,CONFIRMED_EXCEPTION,MEDIUM,AUTO-CLASSIFIED EXCEPTION,1,0,UTR_MISMATCH,1,1,1,0,0,0.0,0,1,1,0,0,0,0.0,0.0,0.0
PAY0192,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0193,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0194,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0195,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0196,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0197,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0198,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0199,UTR_MISMATCH,UTR_MISMATCH,0.9571,95.71,HIGH,NO_EXCEPTION,0.0428,1,AI_AGREES_WITH_ENGINE,CONFIRMED_EXCEPTION,MEDIUM,AUTO-CLASSIFIED EXCEPTION,1,0,UTR_MISMATCH,1,1,1,0,0,0.0,0,1,1,0,0,0,0.0,0.0,0.0
PAY0200,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0201,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0202,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0203,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0204,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0205,DATE_MISMATCH,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,0,AI_FAILED_TO_DETECT_EXCEPTION,AI_FALSE_NEGATIVE_RISK,HIGH,MANDATORY REVIEW,0,1,DATE_MISMATCH,1,0,1,1,1,0.0,13,0,1,1,1,0,0.0,0.0,0.0
PAY0206,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0207,BANK_AMOUNT_MISMATCH,FEE_MISMATCH,0.9982,99.82,HIGH,NO_EXCEPTION,0.0018,0,AI_EXCEPTION_TYPE_DISAGREEMENT,EXCEPTION_CLASS_DISAGREEMENT,HIGH,MANDATORY REVIEW,0,1,BANK_AMOUNT_MISMATCH,1,0,1,1,1,400.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0208,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0209,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0210,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0211,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0212,BANK_AMOUNT_MISMATCH,FEE_MISMATCH,0.9981,99.81,HIGH,NO_EXCEPTION,0.0019,0,AI_EXCEPTION_TYPE_DISAGREEMENT,EXCEPTION_CLASS_DISAGREEMENT,HIGH,MANDATORY REVIEW,0,1,BANK_AMOUNT_MISMATCH,1,0,1,1,1,400.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0213,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0214,MISSING_SETTLEMENT,MISSING_SETTLEMENT,0.8362,83.62,MEDIUM,NO_EXCEPTION,0.1631,1,AI_AGREES_WITH_ENGINE,CONFIRMED_EXCEPTION,HIGH,REVIEW RECOMMENDED,0,0,MISSING_SETTLEMENT,1,1,0,0,0,0.0,0,1,0,0,0,0,100.0,18.0,4882.0
PAY0215,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0216,BANK_AMOUNT_MISMATCH,FEE_MISMATCH,0.9981,99.81,HIGH,NO_EXCEPTION,0.0019,0,AI_EXCEPTION_TYPE_DISAGREEMENT,EXCEPTION_CLASS_DISAGREEMENT,HIGH,MANDATORY REVIEW,0,1,BANK_AMOUNT_MISMATCH,1,0,1,1,1,400.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0217,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0218,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0219,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0220,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0221,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0222,FEE_MISMATCH,FEE_MISMATCH,0.9998,99.98,HIGH,NO_EXCEPTION,0.0002,1,AI_AGREES_WITH_ENGINE,CONFIRMED_EXCEPTION,MEDIUM,AUTO-CLASSIFIED EXCEPTION,1,0,FEE_MISMATCH,1,1,1,1,1,300.0,0,1,1,1,1,0,300.0,0.0,300.0
PAY0223,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0224,MISSING_SETTLEMENT,MISSING_SETTLEMENT,0.8362,83.62,MEDIUM,NO_EXCEPTION,0.1631,1,AI_AGREES_WITH_ENGINE,CONFIRMED_EXCEPTION,HIGH,REVIEW RECOMMENDED,0,0,MISSING_SETTLEMENT,1,1,0,0,0,0.0,0,1,0,0,0,0,100.0,18.0,4882.0
PAY0225,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0226,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0227,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0228,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0229,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0230,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0231,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0232,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0233,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0234,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0235,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0236,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0237,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0238,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0239,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0240,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0241,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
